Year,Province,Division,District,Admin_Type,Urban_Rural,Dominant_Sector,Population,Population_Density,Area_km2,Literacy_Rate,Male_Literacy,Female_Literacy,GDP_Per_Capita,Poverty_Rate,Unemployment_Rate,Num_Schools,Num_Hospitals,Electricity_Access,Water_Access,Road_Network_km,Annual_Rainfall_mm,Avg_Temperature_C,Crime_Rate_per100k,Health_Expenditure_PKR,Education_Expenditure_PKR,Agriculture_Share_pct,Infant_Mortality_per1000,Life_Expectancy
2021,Federally Administered Tribal Ar,F.A.T.A.,Kurram,District,Urban,Manufacturing,811689,183.5,4423.4,41.11,49.99,25.7,46475.0,42.86,10.71,165,16,41.57,49.83,1845,247.4,19.8,40.68,1039.0,2678.0,23.83,56.19,58.44
2022,Federally Administered Tribal Ar,F.A.T.A.,Kurram,District,Rural,Education,878605,139.24,6310.2,40.71,45.24,33.93,22803.0,37.21,10.9,205,20,38.26,50.47,1951,405.4,18.8,39.32,522.0,797.0,12.98,47.94,58.45
2023,Federally Administered Tribal Ar,F.A.T.A.,Kurram,District,Rural,Mining,873081,436.5,2000.2,47.96,58.51,37.68,37955.0,38.52,10.81,217,20,45.35,55.69,1035,311.0,26.1,35.47,1408.0,1289.0,45.14,52.53,58.31
2024,Federally Administered Tribal Ar,F.A.T.A.,Kurram,District,Rural,Services,890310,418.48,2127.5,43.3,50.34,35.09,22329.0,38.08,12.0,345,15,52.49,47.55,1974,589.4,19.4,36.61,571.0,1271.0,41.85,51.33,58.12
2015,Federally Administered Tribal Ar,F.A.T.A.,Largha Shirani,District,Urban,Education,370740,100.73,3680.7,45.4,51.01,32.96,38781.0,36.09,11.8,104,5,52.28,44.87,1238,386.4,25.3,37.7,1157.0,1343.0,22.97,54.44,59.25
2016,Federally Administered Tribal Ar,F.A.T.A.,Largha Shirani,District,Semi-Urban,Education,377076,132.77,2840.1,38.86,49.27,32.82,31156.0,41.07,15.44,76,5,43.29,38.85,1791,542.1,20.6,27.96,635.0,1775.0,31.41,58.52,57.29
2017,Federally Administered Tribal Ar,F.A.T.A.,Largha Shirani,District,Urban,Manufacturing,390879,88.43,4420.0,37.72,41.4,19.33,27243.0,40.17,13.15,97,8,39.87,45.96,2673,591.0,28.4,33.84,1031.0,1897.0,26.37,59.04,59.18
2018,Federally Administered Tribal Ar,F.A.T.A.,Largha Shirani,District,Rural,Construction,385466,64.9,5939.0,37.19,43.95,26.19,38872.0,44.17,15.95,135,4,42.2,37.07,7060,515.8,27.0,40.16,1374.0,1395.0,37.14,63.04,60.2
2019,Federally Administered Tribal Ar,F.A.T.A.,Largha Shirani,District,Rural,Services,403454,96.75,4170.1,44.85,48.64,39.45,21989.0,41.76,12.81,149,4,40.81,52.88,1824,532.1,25.0,32.25,850.0,744.0,37.21,51.34,61.58
2020,Federally Administered Tribal Ar,F.A.T.A.,Largha Shirani,District,Rural,Agriculture,393355,62.87,6256.8,37.23,44.7,19.33,38993.0,39.17,14.68,89,7,43.44,41.45,7455,304.7,22.8,36.38,1809.0,1356.0,52.87,56.63,57.29
2021,Federally Administered Tribal Ar,F.A.T.A.,Largha Shirani,District,Rural,Healthcare,420599,110.13,3819.2,47.53,52.65,36.07,42872.0,39.78,11.06,199,8,52.67,55.99,1521,553.9,20.3,31.98,1726.0,2418.0,27.51,61.25,58.25
2022,Federally Administered Tribal Ar,F.A.T.A.,Largha Shirani,District,Rural,Agriculture,447157,109.88,4069.3,47.59,59.37,37.3,36426.0,35.56,12.24,97,6,48.7,50.35,3383,588.3,26.6,20.75,869.0,1627.0,24.42,57.01,61.43
2023,Federally Administered Tribal Ar,F.A.T.A.,Largha Shirani,District,Rural,Agriculture,470514,75.42,6239.0,41.49,45.83,32.82,37852.0,37.31,15.31,121,7,43.76,55.1,6983,364.8,18.8,46.89,831.0,1597.0,24.04,57.92,55.69
2024,Federally Administered Tribal Ar,F.A.T.A.,Largha Shirani,District,Semi-Urban,Construction,437006,148.34,2945.9,50.36,62.22,36.54,22496.0,36.71,13.01,129,4,53.85,60.84,1738,306.6,27.7,40.5,516.0,1114.0,27.0,54.01,61.11
2015,Federally Administered Tribal Ar,F.A.T.A.,Mohmand,District,Urban,Manufacturing,1027221,155.97,6585.9,42.22,44.97,22.61,27927.0,41.12,7.72,256,20,42.49,55.27,3679,280.7,26.9,30.74,598.0,1951.0,48.27,55.88,55.36
2016,Federally Administered Tribal Ar,F.A.T.A.,Mohmand,District,Rural,Education,1047817,172.58,6071.7,43.16,47.25,31.03,22516.0,41.48,9.21,460,11,40.26,43.42,6322,226.9,29.2,41.64,791.0,946.0,45.8,50.07,57.65
2017,Federally Administered Tribal Ar,F.A.T.A.,Mohmand,District,Semi-Urban,Education,1082567,300.1,3607.4,37.15,41.01,24.4,25270.0,43.92,14.54,393,15,43.51,42.53,4205,552.4,26.8,28.71,1068.0,1230.0,32.46,62.19,54.88
2018,Federally Administered Tribal Ar,F.A.T.A.,Mohmand,District,Urban,Services,1133720,221.94,5108.2,44.64,48.15,37.43,31397.0,37.98,14.92,263,17,48.67,50.48,5413,408.9,23.1,31.18,1014.0,2022.0,40.84,52.3,57.42
2019,Federally Administered Tribal Ar,F.A.T.A.,Mohmand,District,Urban,Services,1168671,170.74,6844.8,42.57,44.85,35.32,34891.0,35.73,12.39,417,20,40.72,49.92,4912,294.5,21.3,20.58,1284.0,1655.0,45.87,52.0,57.2
2020,Federally Administered Tribal Ar,F.A.T.A.,Mohmand,District,Urban,Healthcare,1168871,689.52,1695.2,35.49,42.35,16.03,20437.0,40.4,12.23,485,21,43.99,43.34,1876,270.4,29.9,44.22,601.0,857.0,10.9,53.63,54.12
2021,Federally Administered Tribal Ar,F.A.T.A.,Mohmand,District,Urban,Education,1100752,152.34,7225.8,40.55,47.55,26.99,45606.0,34.54,12.03,274,11,42.45,51.26,7558,537.1,21.3,35.23,2211.0,3068.0,15.43,58.65,56.05
2022,Federally Administered Tribal Ar,F.A.T.A.,Mohmand,District,Urban,Manufacturing,1150278,503.28,2285.6,49.21,55.43,40.67,45031.0,33.88,8.24,485,13,49.22,53.51,1126,356.0,28.5,29.12,1272.0,2087.0,16.49,57.24,60.33
2023,Federally Administered Tribal Ar,F.A.T.A.,Mohmand,District,Urban,Services,1317230,292.65,4501.0,46.12,49.57,29.36,22869.0,47.71,13.09,321,28,49.69,48.7,4677,298.5,21.9,23.52,472.0,1570.0,31.38,51.85,55.28
2024,Federally Administered Tribal Ar,F.A.T.A.,Mohmand,District,Rural,Agriculture,1284496,234.97,5466.7,36.17,41.8,16.79,46514.0,40.34,11.01,266,15,44.39,35.54,4271,421.1,22.3,16.96,1260.0,2219.0,46.55,61.01,59.13
2015,Federally Administered Tribal Ar,F.A.T.A.,N. Waziristan,District,Urban,Education,258849,35.05,7384.5,44.41,49.58,32.83,37576.0,39.27,13.35,89,2,51.32,43.7,4915,543.8,20.2,16.81,790.0,2430.0,46.55,51.96,60.01
2016,Federally Administered Tribal Ar,F.A.T.A.,N. Waziristan,District,Semi-Urban,Mining,266764,66.14,4033.2,50.91,57.98,35.44,39003.0,34.24,5.26,82,2,56.58,60.81,3856,528.1,29.5,17.88,1421.0,1680.0,25.83,47.33,62.35
2017,Federally Administered Tribal Ar,F.A.T.A.,N. Waziristan,District,Semi-Urban,Education,273217,51.45,5310.3,34.28,37.39,20.64,35931.0,39.16,16.7,107,4,40.47,29.2,6227,280.0,22.3,34.1,1614.0,2175.0,21.23,58.21,54.68
2018,Federally Administered Tribal Ar,F.A.T.A.,N. Waziristan,District,Rural,Manufacturing,283819,44.04,6444.8,44.51,48.5,27.52,35143.0,32.72,11.85,95,4,51.09,43.05,4215,475.0,29.6,53.67,1101.0,2228.0,28.65,47.13,59.67
2019,Federally Administered Tribal Ar,F.A.T.A.,N. Waziristan,District,Urban,Mining,284896,423.78,672.3,50.98,53.48,33.21,19431.0,29.84,12.34,77,3,49.32,45.12,359,385.0,21.7,20.83,441.0,869.0,37.81,46.46,58.62
2020,Federally Administered Tribal Ar,F.A.T.A.,N. Waziristan,District,Urban,Services,305477,51.87,5889.4,46.21,56.83,38.35,22523.0,35.17,13.14,92,3,48.39,52.75,5723,247.4,28.0,29.99,709.0,1064.0,45.2,52.61,59.75
2021,Federally Administered Tribal Ar,F.A.T.A.,N. Waziristan,District,Rural,Mining,283313,42.41,6680.7,50.49,57.0,41.96,25826.0,32.7,10.52,67,5,48.15,58.77,6118,211.5,31.7,27.96,871.0,785.0,21.17,55.6,60.54
2022,Federally Administered Tribal Ar,F.A.T.A.,N. Waziristan,District,Urban,Services,283990,49.84,5697.7,47.4,52.73,41.52,29567.0,32.39,10.9,69,3,53.29,55.01,6820,302.5,19.3,25.63,1425.0,2031.0,20.57,49.76,60.3
2023,Federally Administered Tribal Ar,F.A.T.A.,N. Waziristan,District,Urban,Mining,315273,374.73,841.3,47.87,55.68,34.48,42514.0,40.98,10.94,114,4,47.62,48.59,625,348.4,31.6,34.52,1283.0,2071.0,21.71,40.84,58.19
2024,Federally Administered Tribal Ar,F.A.T.A.,N. Waziristan,District,Rural,Services,288803,77.08,3747.0,49.75,56.05,39.34,42679.0,35.02,10.71,103,4,59.45,52.27,3191,589.3,21.9,24.24,1829.0,1731.0,50.63,49.8,61.7
2015,Federally Administered Tribal Ar,F.A.T.A.,Orakzai,District,Semi-Urban,Services,602136,75.65,7959.2,38.97,43.26,31.74,23868.0,42.35,7.61,140,12,47.86,46.27,3559,519.3,18.7,30.42,812.0,827.0,11.61,53.99,59.47
2016,Federally Administered Tribal Ar,F.A.T.A.,Orakzai,District,Rural,Healthcare,621632,163.1,3811.4,39.4,43.44,29.16,28723.0,35.86,17.88,125,8,42.33,35.74,1720,487.9,20.1,36.01,1013.0,1175.0,22.79,56.46,58.59
2017,Federally Administered Tribal Ar,F.A.T.A.,Orakzai,District,Urban,Education,641627,131.57,4876.6,32.38,43.25,17.23,31741.0,50.71,13.19,130,8,37.7,35.85,5770,230.7,28.8,39.35,751.0,1427.0,11.17,60.34,53.87
2018,Federally Administered Tribal Ar,F.A.T.A.,Orakzai,District,Rural,Mining,664177,226.95,2926.5,44.45,49.74,29.58,20954.0,34.2,10.93,318,9,50.62,47.38,3382,451.3,21.8,27.85,623.0,1242.0,11.97,59.44,57.36
2019,Federally Administered Tribal Ar,F.A.T.A.,Orakzai,District,Semi-Urban,Manufacturing,673398,141.21,4768.7,40.92,46.74,21.64,43046.0,40.97,11.45,255,15,46.49,41.25,2460,222.2,19.0,39.69,1856.0,1978.0,27.95,58.87,60.97
2020,Federally Administered Tribal Ar,F.A.T.A.,Orakzai,District,Urban,Mining,634459,185.85,3413.8,40.8,52.02,24.76,24883.0,38.94,15.99,197,8,51.04,37.76,1427,319.4,29.2,34.78,994.0,1575.0,50.67,52.01,54.83
2021,Federally Administered Tribal Ar,F.A.T.A.,Orakzai,District,Urban,Services,689414,96.55,7140.6,44.86,51.12,33.35,33156.0,38.58,12.28,201,9,46.72,53.26,8396,524.4,26.6,33.77,1336.0,1854.0,11.82,60.98,60.43
2022,Federally Administered Tribal Ar,F.A.T.A.,Orakzai,District,Rural,Manufacturing,729752,163.82,4454.6,46.46,55.3,26.69,46301.0,38.91,10.43,185,16,48.83,41.07,3433,520.6,22.2,23.57,1336.0,1477.0,23.52,57.08,61.01
2023,Federally Administered Tribal Ar,F.A.T.A.,Orakzai,District,Semi-Urban,Education,661974,506.39,1307.2,42.18,49.21,35.95,22561.0,37.99,9.5,202,14,47.87,47.22,936,301.4,21.6,29.99,983.0,1438.0,15.13,59.67,56.72
2024,Federally Administered Tribal Ar,F.A.T.A.,Orakzai,District,Rural,Agriculture,665216,115.03,5782.8,43.26,53.36,24.49,34086.0,33.75,10.48,226,7,50.29,45.77,5622,523.1,22.8,35.08,1299.0,2211.0,19.5,53.77,58.95
2015,Federally Administered Tribal Ar,F.A.T.A.,S. Waziristan,District,Semi-Urban,Services,369621,268.8,1375.1,41.07,49.25,28.76,16931.0,32.95,15.31,146,5,47.34,52.28,1267,586.3,26.4,39.79,828.0,965.0,53.83,57.69,60.36
2016,Federally Administered Tribal Ar,F.A.T.A.,S. Waziristan,District,Semi-Urban,Healthcare,380752,251.59,1513.4,45.23,49.65,38.05,19326.0,40.18,13.75,148,4,51.15,42.21,1530,210.7,24.7,22.97,497.0,812.0,47.89,44.32,55.46
2017,Federally Administered Tribal Ar,F.A.T.A.,S. Waziristan,District,Rural,Healthcare,385750,581.28,663.6,48.48,52.49,34.7,29087.0,31.34,10.5,154,7,54.17,60.48,433,388.6,30.0,25.74,873.0,992.0,35.62,48.27,57.43
2018,Federally Administered Tribal Ar,F.A.T.A.,S. Waziristan,District,Rural,Healthcare,405297,112.03,3617.6,44.35,53.59,31.65,28927.0,44.68,12.44,116,5,50.88,57.68,3910,214.8,23.6,17.46,780.0,938.0,52.09,57.29,55.05
2019,Federally Administered Tribal Ar,F.A.T.A.,S. Waziristan,District,Semi-Urban,Education,385353,82.88,4649.4,48.16,54.52,36.43,33440.0,36.34,14.71,137,4,56.68,43.27,2199,449.1,27.0,23.97,1014.0,1314.0,17.26,53.82,59.85
2020,Federally Administered Tribal Ar,F.A.T.A.,S. Waziristan,District,Urban,Education,399153,131.14,3043.6,53.55,63.88,34.15,43082.0,36.47,11.21,104,4,58.05,48.14,1899,317.4,28.0,35.46,1472.0,2966.0,40.29,50.21,62.08
2021,Federally Administered Tribal Ar,F.A.T.A.,S. Waziristan,District,Rural,Mining,401896,70.75,5680.2,38.75,45.69,19.6,25602.0,50.27,16.16,177,5,37.47,36.06,1944,396.9,29.1,39.32,526.0,1670.0,20.56,57.11,56.2
2022,Federally Administered Tribal Ar,F.A.T.A.,S. Waziristan,District,Urban,Services,421459,62.81,6709.6,36.08,40.66,27.72,25031.0,44.29,13.26,89,10,33.43,39.28,6658,447.0,19.7,39.17,1079.0,1309.0,25.31,56.2,55.53
2023,Federally Administered Tribal Ar,F.A.T.A.,S. Waziristan,District,Rural,Mining,477053,67.64,7052.7,43.13,54.88,26.8,45498.0,45.98,13.8,125,10,39.58,55.59,7080,519.6,31.5,22.06,2203.0,2864.0,45.17,56.55,54.84
2024,Federally Administered Tribal Ar,F.A.T.A.,S. Waziristan,District,Urban,Services,408044,78.1,5224.4,47.75,50.74,31.76,25001.0,37.86,7.9,88,4,45.33,46.43,5419,376.6,25.1,28.27,592.0,952.0,39.12,57.12,58.29
2015,Gilgit-Baltistan,Northern Areas,Chilas,District,Semi-Urban,Mining,643603,95.19,6761.1,64.4,68.86,49.96,16948.0,16.47,9.66,188,11,60.53,60.06,4594,303.8,10.4,28.65,455.0,1052.0,43.89,47.36,63.39
2016,Gilgit-Baltistan,Northern Areas,Chilas,District,Urban,Services,656690,166.65,3940.6,68.44,79.88,51.35,26748.0,16.84,10.98,144,7,67.02,58.77,2606,161.4,5.1,21.13,1155.0,1267.0,13.82,40.62,69.45
2017,Gilgit-Baltistan,Northern Areas,Chilas,District,Rural,Education,669383,90.23,7418.9,60.36,66.55,40.77,18705.0,27.19,11.87,272,8,68.99,70.91,5922,324.8,16.4,18.0,545.0,1117.0,49.86,44.08,64.0
2018,Gilgit-Baltistan,Northern Areas,Chilas,District,Urban,Healthcare,708890,272.82,2598.4,72.53,81.05,55.7,18551.0,20.91,10.28,197,7,75.78,70.57,2607,176.3,12.1,13.73,596.0,703.0,41.39,37.38,67.73
2019,Gilgit-Baltistan,Northern Areas,Chilas,District,Rural,Manufacturing,689955,229.32,3008.7,77.17,84.39,63.9,19841.0,13.21,11.6,165,8,71.35,85.44,966,196.0,6.2,16.44,927.0,1024.0,44.07,35.82,70.55
2020,Gilgit-Baltistan,Northern Areas,Chilas,District,Urban,Construction,698369,251.25,2779.6,71.67,81.24,64.82,41087.0,23.01,7.69,213,9,75.49,77.75,1579,189.9,11.6,7.03,1730.0,1977.0,52.36,42.78,69.08
2021,Gilgit-Baltistan,Northern Areas,Chilas,District,Urban,Education,789199,99.68,7917.5,68.39,78.24,59.12,41602.0,24.22,10.8,213,8,70.97,68.8,3372,273.9,9.6,19.98,1303.0,2475.0,42.17,38.5,64.46
2022,Gilgit-Baltistan,Northern Areas,Chilas,District,Semi-Urban,Agriculture,702709,361.45,1944.2,75.57,78.87,64.19,34890.0,26.29,9.47,162,10,70.21,72.74,1229,228.0,6.2,7.16,1249.0,1868.0,19.67,36.43,67.16
2023,Gilgit-Baltistan,Northern Areas,Chilas,District,Rural,Education,771851,311.52,2477.7,76.33,79.77,58.97,32484.0,24.61,6.83,220,11,75.29,83.5,1763,247.4,17.7,33.09,1593.0,1641.0,15.72,35.22,71.16
2024,Gilgit-Baltistan,Northern Areas,Chilas,District,Semi-Urban,Mining,791355,202.1,3915.7,83.73,89.43,77.08,42217.0,16.12,8.03,377,16,83.74,89.61,1714,154.7,16.1,18.7,1315.0,2940.0,23.03,30.52,72.63
2015,Gilgit-Baltistan,Northern Areas,Gilgit,District,Rural,Healthcare,283760,181.19,1566.0,62.16,65.39,49.83,34523.0,24.45,10.41,75,6,69.36,70.62,532,178.9,15.6,27.61,1189.0,1463.0,25.69,42.42,66.09
2016,Gilgit-Baltistan,Northern Areas,Gilgit,District,Urban,Agriculture,289806,87.03,3329.8,75.76,79.25,60.76,25098.0,15.06,8.97,64,3,70.18,67.17,3395,284.1,14.9,19.01,1002.0,1164.0,42.75,42.08,66.35
2017,Gilgit-Baltistan,Northern Areas,Gilgit,District,Semi-Urban,Mining,292809,64.25,4557.5,78.01,87.97,64.43,27219.0,23.33,8.94,60,3,81.25,79.23,4013,341.5,14.2,23.44,1070.0,909.0,41.83,29.66,70.11
2018,Gilgit-Baltistan,Northern Areas,Gilgit,District,Urban,Manufacturing,313588,50.73,6182.1,73.57,85.19,60.59,31620.0,21.87,12.21,64,4,77.47,72.58,3219,129.7,13.6,29.28,1302.0,2071.0,22.37,38.08,64.77
2019,Gilgit-Baltistan,Northern Areas,Gilgit,District,Rural,Agriculture,308484,61.07,5051.4,75.85,81.03,57.96,39252.0,14.59,7.09,96,7,81.2,64.94,5969,234.3,10.4,17.39,1423.0,1626.0,21.57,32.98,65.34
2020,Gilgit-Baltistan,Northern Areas,Gilgit,District,Semi-Urban,Services,305038,184.12,1656.7,69.8,72.79,60.33,39427.0,24.2,7.75,62,3,63.7,78.55,881,170.4,14.3,24.84,1902.0,2601.0,16.41,36.25,64.92
2021,Gilgit-Baltistan,Northern Areas,Gilgit,District,Urban,Education,303545,60.98,4977.5,73.7,76.36,60.41,26469.0,26.11,5.81,112,4,73.9,81.63,2540,192.3,9.1,31.07,1233.0,1079.0,11.3,36.14,66.29
2022,Gilgit-Baltistan,Northern Areas,Gilgit,District,Rural,Manufacturing,358798,152.85,2347.4,71.42,83.1,63.36,39260.0,28.31,10.05,97,4,68.84,68.84,2356,146.0,13.3,17.4,1418.0,1843.0,26.8,38.87,66.28
2023,Gilgit-Baltistan,Northern Areas,Gilgit,District,Urban,Construction,367314,723.76,507.5,79.96,87.94,67.72,34100.0,15.94,9.95,108,4,76.3,87.41,608,125.1,17.1,15.88,1544.0,1313.0,47.78,36.26,64.73
2024,Gilgit-Baltistan,Northern Areas,Gilgit,District,Semi-Urban,Mining,373545,218.37,1710.6,81.65,92.43,61.67,30142.0,18.1,7.65,103,8,74.83,83.37,1987,332.6,14.4,22.58,891.0,1727.0,19.49,34.19,68.4
2015,Gilgit-Baltistan,Northern Areas,Gilgit (Tribal Territory),District,Urban,Construction,305023,78.3,3895.4,71.45,79.91,56.07,33660.0,20.69,11.54,111,3,69.43,69.93,1183,274.9,5.2,18.47,683.0,1243.0,10.09,22.6,65.68
2016,Gilgit-Baltistan,Northern Areas,Gilgit (Tribal Territory),District,Urban,Healthcare,312311,74.94,4167.3,75.77,82.22,58.52,33373.0,12.64,9.93,98,6,81.34,77.43,2661,259.7,16.6,10.21,1270.0,1517.0,15.55,37.58,69.16
2017,Gilgit-Baltistan,Northern Areas,Gilgit (Tribal Territory),District,Urban,Healthcare,324214,41.15,7878.5,70.5,79.6,55.3,37117.0,21.97,7.64,136,5,66.35,60.12,6713,310.8,14.9,7.78,1080.0,2179.0,18.62,35.75,66.47
2018,Gilgit-Baltistan,Northern Areas,Gilgit (Tribal Territory),District,Semi-Urban,Construction,319764,99.23,3222.5,81.04,91.74,70.1,30445.0,16.04,9.95,112,3,83.54,73.06,1461,174.0,15.7,8.48,786.0,1813.0,35.61,33.99,68.66
2019,Gilgit-Baltistan,Northern Areas,Gilgit (Tribal Territory),District,Rural,Agriculture,339065,186.66,1816.5,68.59,73.33,52.66,34110.0,22.7,7.21,90,4,63.64,76.97,2166,338.9,16.5,18.55,1391.0,1750.0,48.15,43.72,66.61
2020,Gilgit-Baltistan,Northern Areas,Gilgit (Tribal Territory),District,Urban,Construction,330743,84.71,3904.4,72.12,76.86,52.2,34021.0,28.67,10.75,68,4,79.06,62.34,2912,359.7,10.6,15.58,1208.0,1080.0,40.61,43.73,64.35
2021,Gilgit-Baltistan,Northern Areas,Gilgit (Tribal Territory),District,Rural,Agriculture,360054,48.74,7387.9,78.86,83.12,59.01,21316.0,27.89,8.29,100,6,76.86,73.73,8313,345.0,15.5,24.15,552.0,920.0,41.03,44.09,67.42
2022,Gilgit-Baltistan,Northern Areas,Gilgit (Tribal Territory),District,Rural,Healthcare,330603,466.26,709.0,65.62,77.21,53.52,37888.0,24.05,12.73,100,7,71.02,74.48,425,335.1,8.2,25.43,1660.0,2567.0,47.46,45.27,65.77
2023,Gilgit-Baltistan,Northern Areas,Gilgit (Tribal Territory),District,Urban,Healthcare,384578,61.72,6230.7,70.44,73.09,52.72,38862.0,22.07,8.41,99,5,64.68,61.09,4347,133.3,9.1,28.47,1129.0,2139.0,15.74,42.24,67.03
2024,Gilgit-Baltistan,Northern Areas,Gilgit (Tribal Territory),District,Urban,Healthcare,338520,72.11,4694.4,80.11,82.21,65.21,41723.0,26.7,12.24,117,5,73.53,83.13,3217,183.3,12.8,25.3,1611.0,1421.0,27.28,23.33,72.69
2015,Gilgit-Baltistan,Northern Areas,Kargil,District,Urban,Services,471497,107.67,4379.1,68.32,71.58,49.76,17382.0,28.72,8.07,125,10,61.68,72.34,2972,273.2,15.9,28.73,725.0,831.0,32.9,45.86,66.89
2016,Gilgit-Baltistan,Northern Areas,Kargil,District,Rural,Services,479078,502.34,953.7,77.76,81.24,61.13,35693.0,22.42,8.65,163,7,84.38,81.19,535,202.8,16.5,1.98,1753.0,1810.0,23.89,32.3,69.4
2017,Gilgit-Baltistan,Northern Areas,Kargil,District,Semi-Urban,Construction,496761,217.84,2280.4,67.45,70.13,59.43,21259.0,33.92,7.69,111,6,61.52,64.21,2110,369.1,13.3,24.54,1051.0,1148.0,18.52,44.57,62.72
2018,Gilgit-Baltistan,Northern Areas,Kargil,District,Urban,Manufacturing,497827,64.46,7723.0,81.31,83.35,73.02,32516.0,27.15,7.32,129,7,75.61,78.2,5559,322.3,5.5,17.48,858.0,1601.0,20.04,32.19,67.8
2019,Gilgit-Baltistan,Northern Areas,Kargil,District,Rural,Education,529045,80.71,6554.5,72.74,76.16,59.42,39447.0,26.72,10.61,169,8,77.85,61.96,5421,127.5,9.7,15.04,1695.0,1253.0,29.82,37.5,63.1
2020,Gilgit-Baltistan,Northern Areas,Kargil,District,Urban,Education,497371,275.38,1806.1,74.56,85.66,56.91,24613.0,23.33,11.91,106,5,72.2,74.46,764,169.6,5.3,29.46,976.0,1610.0,10.94,34.69,67.87
2021,Gilgit-Baltistan,Northern Areas,Kargil,District,Rural,Manufacturing,526188,134.18,3921.5,69.99,79.1,58.49,25683.0,22.15,12.37,169,8,65.57,70.03,3981,324.8,13.1,33.49,661.0,1159.0,15.33,36.81,66.09
2022,Gilgit-Baltistan,Northern Areas,Kargil,District,Rural,Healthcare,539214,68.89,7827.4,80.63,83.16,70.71,37179.0,14.71,5.0,197,12,81.8,72.31,3239,258.9,15.3,23.42,1310.0,1984.0,45.8,27.82,69.76
2023,Gilgit-Baltistan,Northern Areas,Kargil,District,Semi-Urban,Education,562147,88.04,6385.0,79.61,86.8,68.99,41919.0,23.08,7.21,128,7,74.16,75.43,4063,345.6,14.8,29.0,1712.0,2458.0,18.05,38.09,69.15
2024,Gilgit-Baltistan,Northern Areas,Kargil,District,Rural,Mining,575375,164.06,3507.1,78.64,83.7,67.7,29763.0,31.74,9.33,120,7,71.33,71.24,1548,175.8,16.2,11.81,1347.0,1196.0,49.99,39.91,65.41
2015,Gilgit-Baltistan,Northern Areas,Kupwara (Gilgit Wazarat),District,Semi-Urban,Agriculture,165769,37.75,4391.2,70.35,77.32,59.84,23409.0,23.98,8.71,61,3,71.0,66.52,2026,237.8,10.6,19.56,632.0,1307.0,22.29,44.88,61.13
2016,Gilgit-Baltistan,Northern Areas,Kupwara (Gilgit Wazarat),District,Urban,Services,168914,24.77,6819.5,69.59,73.59,64.02,19206.0,29.26,8.41,47,2,74.42,77.68,3580,149.6,5.9,9.1,813.0,1167.0,18.85,44.28,68.16
2017,Gilgit-Baltistan,Northern Areas,Kupwara (Gilgit Wazarat),District,Rural,Construction,176252,35.04,5030.3,74.49,79.96,65.27,22354.0,19.0,9.98,73,1,77.79,74.18,5229,190.3,15.0,12.0,955.0,681.0,54.86,40.81,69.47
2018,Gilgit-Baltistan,Northern Areas,Kupwara (Gilgit Wazarat),District,Rural,Services,179222,23.47,7636.2,73.2,79.89,59.91,42572.0,27.73,11.17,38,3,76.73,66.42,7733,183.4,12.6,32.24,1251.0,1597.0,46.65,33.78,63.48
2019,Gilgit-Baltistan,Northern Areas,Kupwara (Gilgit Wazarat),District,Urban,Services,186034,89.79,2071.9,71.79,81.9,66.65,36505.0,25.77,9.71,55,2,70.23,72.57,1042,157.1,17.3,13.42,1196.0,2194.0,47.54,42.53,71.18
2020,Gilgit-Baltistan,Northern Areas,Kupwara (Gilgit Wazarat),District,Urban,Mining,191306,69.63,2747.3,79.9,89.89,66.38,37407.0,29.16,10.32,50,2,72.4,70.7,2967,369.3,17.9,7.88,1848.0,1428.0,51.12,41.91,68.93
2021,Gilgit-Baltistan,Northern Areas,Kupwara (Gilgit Wazarat),District,Rural,Construction,186425,97.48,1912.5,78.97,81.29,65.68,34356.0,14.33,12.28,80,2,77.85,85.02,619,148.3,6.4,23.01,892.0,2283.0,41.01,39.62,66.01
2022,Gilgit-Baltistan,Northern Areas,Kupwara (Gilgit Wazarat),District,Rural,Construction,189956,70.79,2683.3,77.79,89.69,66.93,26334.0,17.42,5.17,53,2,75.54,66.35,1959,206.7,16.8,25.35,581.0,1796.0,15.81,31.45,68.03
2023,Gilgit-Baltistan,Northern Areas,Kupwara (Gilgit Wazarat),District,Rural,Agriculture,212685,104.13,2042.6,70.07,78.92,57.53,24969.0,29.89,8.06,64,2,70.18,71.63,2434,359.8,12.6,35.0,833.0,1573.0,22.39,36.54,69.2
2024,Gilgit-Baltistan,Northern Areas,Kupwara (Gilgit Wazarat),District,Rural,Healthcare,207243,69.86,2966.7,76.69,82.16,57.91,29135.0,17.74,9.15,55,2,75.96,65.97,1684,147.8,13.4,22.03,1119.0,1818.0,47.92,33.08,67.02
2015,Gilgit-Baltistan,Northern Areas,Ladakh (Leh),District,Rural,Education,214568,35.77,5999.3,74.29,85.0,65.7,36959.0,18.94,7.26,63,2,69.61,74.52,4703,223.4,17.3,6.78,1478.0,1207.0,22.32,26.46,64.58
2016,Gilgit-Baltistan,Northern Areas,Ladakh (Leh),District,Rural,Manufacturing,220610,30.16,7315.5,82.36,88.47,65.67,38120.0,15.7,9.11,68,2,75.95,77.38,5526,313.8,11.6,21.14,1291.0,1255.0,17.42,42.8,68.62
